Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
common cold,swelled_lymph_nodes,loss_of_smell,fatigue,redness_of_eyes,headache,throat_irritation,cough,chest_pain,muscle_pain,,,,,,,,
fungal infection,skin_rash,itching,nodal_skin_eruptions,dischromic _patches,,,,,,,,,,,,,
varicose veins,swollen_legs,prominent_veins_on_calf,swollen_blood_vessels,obesity,,,,,,,,,,,,,
hepatitis e,nausea,stomach_bleeding,joint_pain,high_fever,,,,,,,,,,,,,
pneumonia,malaise,sweating,breathlessness,rusty_sputum,chest_pain,,,,,,,,,,,,
gerd,ulcers_on_tongue,acidity,chest_pain,vomiting,,,,,,,,,,,,,
peptic ulcer diseae,internal_itching,indigestion,vomiting,abdominal_pain,passage_of_gases,loss_of_appetite,,,,,,,,,,,
paralysis (brain hemorrhage),weakness_of_one_body_side,altered_sensorium,vomiting,headache,coma,,,,,,,,,,,,
migraine,blurred_and_distorted_vision,indigestion,irritability,,,,,,,,,,,,,,
alcoholic hepatitis,swelling_of_stomach,abdominal_pain,fluid_overload,distention_of_abdomen,,,,,,,,,,,,,
osteoarthristis,hip_joint_pain,joint_pain,neck_pain,knee_pain,painful_walking,swelling_joints,,,,,,,,,,,
jaundice,abdominal_pain,dark_urine,weight_loss,high_fever,vomiting,yellowish_skin,,,,,,,,,,,
hypertension, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,,
hepatitis e,high_fever,nausea,abdominal_pain,vomiting,acute_liver_failure,yellowish_skin,stomach_bleeding,fatigue,dark_urine,coma,,,,,,,
osteoarthristis,knee_pain,hip_joint_pain,joint_pain,painful_walking,neck_pain,,,,,,,,,,,,
gerd,acidity,stomach_pain,ulcers_on_tongue,cough,vomiting,,,,,,,,,,,,
malaria,chills,high_fever,diarrhoea,sweating,mild_fever,,,,,,,,,,,,
hepatitis b,yellowing_of_eyes,fatigue,dark_urine,lethargy,yellow_urine,yellowish_skin,,,,,,,,,,,
typhoid,nausea,toxic_look_(typhos),constipation,diarrhoea,headache,fatigue,chills,high_fever,belly_pain,,,,,,,,
chicken pox,malaise,high_fever,loss_of_appetite,swelled_lymph_nodes,fatigue,skin_rash,,,,,,,,,,,
psoriasis,silver_like_dusting,small_dents_in_nails,skin_rash,,,,,,,,,,,,,,
hepatitis a,loss_of_appetite,mild_fever,joint_pain,yellowing_of_eyes,nausea,vomiting,,,,,,,,,,,
hypoglycemia,vomiting,nausea,sweating,palpitations,,,,,,,,,,,,,
fungal infection,skin_rash,nodal_skin_eruptions,dischromic _patches,altered_sensorium,,,,,,,,,,,,,
peptic ulcer diseae,loss_of_appetite,internal_itching,passage_of_gases,vomiting,indigestion,abdominal_pain,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,spinning_movements,loss_of_balance,headache,nausea,,,,,,,,,,,,
dengue,fatigue,muscle_pain,skin_rash,back_pain,,,,,,,,,,,,,
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,
gerd,cough,chest_pain,acidity,stomach_pain,ulcers_on_tongue,,,,,,,,,,,,
hypoglycemia,drying_and_tingling_lips,excessive_hunger,irritability,,,,,,,,,,,,,,
impetigo,blister,red_sore_around_nose,high_fever,skin_rash,yellow_crust_ooze,,,,,,,,,,,,
alcoholic hepatitis,abdominal_pain,distention_of_abdomen,swelling_of_stomach,vomiting,fluid_overload,history_of_alcohol_consumption,,,,,,,,,,,
bronchial asthma,family_history,cough,fatigue,foul_smell_of urine,,,,,,,,,,,,,
typhoid,toxic_look_(typhos),high_fever,constipation,vomiting,diarrhoea,chills,nausea,,,,,,,,,,
hypoglycemia,sweating,blurred_and_distorted_vision,drying_and_tingling_lips,palpitations,,,,,,,,,,,,,
hepatitis b,receiving_unsterile_injections,fatigue,malaise,receiving_blood_transfusion,yellowish_skin,loss_of_appetite,itching,,,,,,,,,,
bronchial asthma,fatigue,high_fever,family_history,breathlessness,cough,pain_during_bowel_movements,,,,,,,,,,,
jaundice,itching,yellowish_skin,vomiting,abdominal_pain,weight_loss,,,,,,,,,,,,
jaundice,abdominal_pain,dark_urine,itching,fatigue,high_fever,weight_loss,vomiting,yellowish_skin,,,,,,,,,
tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,
gastroenteritis,sunken_eyes,dehydration,vomiting,,,,,,,,,,,,,,
typhoid,toxic_look_(typhos),nausea,headache,belly_pain,high_fever,diarrhoea,vomiting,constipation,fatigue,,,,,,,,
pneumonia,chills,rusty_sputum,breathlessness,,,,,,,,,,,,,,
bronchial asthma,cough,family_history,mucoid_sputum,breathlessness,high_fever,fatigue,,,,,,,,,,,
malaria,headache,vomiting,high_fever,chills,diarrhoea,sweating,,,,,,,,,,,
hepatitis e,yellowish_skin,nausea,high_fever,yellowing_of_eyes,coma,stomach_bleeding,fatigue,acute_liver_failure,abdominal_pain,vomiting,,,,,,,
hepatitis b,loss_of_appetite,malaise,abdominal_pain,yellow_urine,,,,,,,,,,,,,
hepatitis e,coma,stomach_bleeding,dark_urine,nausea,yellowish_skin,yellowing_of_eyes,acute_liver_failure,fatigue,abdominal_pain,,,,,,,,
hepatitis e,yellowish_skin,abdominal_pain,acute_liver_failure,loss_of_appetite,yellowing_of_eyes,stomach_bleeding,high_fever,fatigue,,,,,,,,,
hepatitis b,yellow_urine,yellowing_of_eyes,lethargy,fatigue,receiving_unsterile_injections,itching,loss_of_appetite,abdominal_pain,,,,,,,,,
diabetes,polyuria,weight_loss,lethargy,fatigue,,,,,,,,,,,,,
chronic cholestasis,yellowish_skin,itching,vomiting,loss_of_appetite,abdominal_pain,yellowing_of_eyes,nausea,scurring,,,,,,,,,
hypoglycemia,vomiting,blurred_and_distorted_vision,irritability,anxiety,slurred_speech,excessive_hunger,headache,palpitations,,,,,,,,,
arthritis,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,
drug reaction,burning_micturition,itching,stomach_pain,,,,,,,,,,,,,,
hepatitis e,vomiting,abdominal_pain,yellowish_skin,high_fever,dark_urine,loss_of_appetite,acute_liver_failure,fatigue,,,,,,,,,
hepatitis b,dark_urine,fatigue,receiving_blood_transfusion,abdominal_pain,lethargy,yellow_urine,malaise,yellowish_skin,loss_of_appetite,continuous_feel_of_urine,,,,,,,
fungal infection,itching,nodal_skin_eruptions,dischromic _patches,,,,,,,,,,,,,,
hepatitis b,receiving_unsterile_injections,dark_urine,receiving_blood_transfusion,abdominal_pain,yellowing_of_eyes,fatigue,loss_of_appetite,,,,,,,,,,
hypothyroidism,depression,brittle_nails,puffy_face_and_eyes,abnormal_menstruation,enlarged_thyroid,weight_gain,irritability,lethargy,fatigue,,,,,,,,
hepatitis c,yellowing_of_eyes,nausea,fatigue,,,,,,,,,,,,,,
varicose veins,fatigue,prominent_veins_on_calf,cramps,bruising,swollen_legs,swollen_blood_vessels,,,,,,,,,,,
hepatitis a,diarrhoea,mild_fever,nausea,dark_urine,abdominal_pain,muscle_pain,yellowing_of_eyes,loss_of_appetite,,,,,,,,,
gastroenteritis,dehydration,diarrhoea,sunken_eyes,,,,,,,,,,,,,,
hypoglycemia,palpitations,slurred_speech,irritability,fatigue,drying_and_tingling_lips,anxiety,headache,blurred_and_distorted_vision,sweating,,,,,,,,
hypertension,dizziness,headache,chest_pain,loss_of_balance,lack_of_concentration,,,,,,,,,,,,
common cold,swelled_lymph_nodes,sinus_pressure,high_fever,congestion,muscle_pain,redness_of_eyes,runny_nose,phlegm,,,,,,,,,
hypothyroidism,depression,puffy_face_and_eyes,lethargy,irritability,weight_gain,enlarged_thyroid,brittle_nails,cough,,,,,,,,,
cervical spondylosis,neck_pain,back_pain,loss_of_balance,weakness_in_limbs,,,,,,,,,,,,,
paralysis (brain hemorrhage),weakness_of_one_body_side,headache,vomiting,indigestion,,,,,,,,,,,,,
urinary tract infection,foul_smell_of urine,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,
dengue,loss_of_appetite,skin_rash,nausea,chills,,,,,,,,,,,,,
hepatitis e, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,
malaria,muscle_pain,headache,nausea,diarrhoea,vomiting,high_fever,chills,,,,,,,,,,
tuberculosis,high_fever,fatigue,cough,,,,,,,,,,,,,,
bronchial asthma,mucoid_sputum,high_fever,cough,fatigue,family_history,breathlessness,,,,,,,,,,,
arthritis,muscle_weakness,stiff_neck,painful_walking,,,,,,,,,,,,,,
hepatitis b,fatigue,abdominal_pain,yellow_urine,dark_urine,,,,,,,,,,,,,
arthritis,painful_walking,movement_stiffness,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,nausea,vomiting,headache,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,
chicken pox,malaise,lethargy,itching,high_fever,red_spots_over_body,headache,skin_rash,,,,,,,,,,
impetigo,yellow_crust_ooze,blister,red_sore_around_nose,high_fever,pain_during_bowel_movements,,,,,,,,,,,,
migraine,indigestion,depression,headache,stiff_neck,blurred_and_distorted_vision,visual_disturbances,irritability,acidity,,,,,,,,,
typhoid,nausea,toxic_look_(typhos),chills,,,,,,,,,,,,,,
hepatitis e,yellowish_skin,high_fever,joint_pain,abdominal_pain,acute_liver_failure,fatigue,loss_of_appetite,,,,,,,,,,
cervical spondylosis,loss_of_balance,dizziness,neck_pain,back_pain,,,,,,,,,,,,,
chronic cholestasis,abdominal_pain,itching,vomiting,loss_of_appetite,yellowing_of_eyes,nausea,yellowish_skin,,,,,,,,,,
hepatitis e,abdominal_pain,nausea,vomiting,coma,,,,,,,,,,,,,
hepatitis a,vomiting,muscle_pain,nausea,dark_urine,yellowish_skin,yellowing_of_eyes,diarrhoea,joint_pain,mild_fever,abdominal_pain,,,,,,,
peptic ulcer diseae,internal_itching,loss_of_appetite,passage_of_gases,,,,,,,,,,,,,,
alcoholic hepatitis,vomiting,distention_of_abdomen,yellowish_skin,abdominal_pain,fluid_overload,swelling_of_stomach,history_of_alcohol_consumption,,,,,,,,,,
(vertigo) paroymsal positional vertigo,headache,spinning_movements,vomiting,loss_of_balance,unsteadiness,nausea,,,,,,,,,,,
hepatitis d,abdominal_pain,vomiting,joint_pain,yellowing_of_eyes,fatigue,,,,,,,,,,,,
tuberculosis,loss_of_appetite,cough,breathlessness,chills,weight_loss,fatigue,sweating,high_fever,itching,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,
hepatitis b,dark_urine,malaise,yellow_urine,abdominal_pain,itching,,,,,,,,,,,,
chicken pox,mild_fever,malaise,headache,swelled_lymph_nodes,fatigue,lethargy,skin_rash,itching,high_fever,loss_of_appetite,,,,,,,
(vertigo) paroymsal positional vertigo,spinning_movements,nausea,headache,loss_of_balance,vomiting,,,,,,,,,,,,
hepatitis a,joint_pain,diarrhoea,nausea,,,,,,,,,,,,,,
chicken pox,skin_rash,malaise,fatigue,lethargy,red_spots_over_body,loss_of_appetite,high_fever,headache,chills,,,,,,,,
(vertigo) paroymsal positional vertigo,spinning_movements,nausea,headache,,,,,,,,,,,,,,
hepatitis b,malaise,receiving_unsterile_injections,receiving_blood_transfusion,lethargy,pain_behind_the_eyes,,,,,,,,,,,,
paralysis (brain hemorrhage),altered_sensorium,weakness_of_one_body_side,vomiting,headache,joint_pain,,,,,,,,,,,,
alcoholic hepatitis,distention_of_abdomen,fluid_overload,yellowish_skin,swelling_of_stomach,,,,,,,,,,,,,
psoriasis,skin_rash,skin_peeling,small_dents_in_nails,joint_pain,inflammatory_nails,silver_like_dusting,,,,,,,,,,,
tuberculosis,high_fever,breathlessness,sweating,swelled_lymph_nodes,chills,phlegm,weight_loss,chest_pain,,,,,,,,,
hepatitis a,joint_pain,mild_fever,dark_urine,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,
chicken pox,loss_of_appetite,malaise,lethargy,fatigue,itching,swelled_lymph_nodes,mild_fever,red_spots_over_body,,,,,,,,,
gastroenteritis,sunken_eyes,dehydration,diarrhoea,throat_irritation,,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,fast_heart_rate,abnormal_menstruation,mood_swings,weight_loss,irritability,cold_hands_and_feets,,,,,,,,,,
jaundice,fatigue,abdominal_pain,dark_urine,,,,,,,,,,,,,,
hyperthyroidism,mood_swings,diarrhoea,abnormal_menstruation,weight_loss,excessive_hunger,fast_heart_rate,muscle_weakness,irritability,restlessness,sweating,,,,,,,
arthritis,painful_walking,movement_stiffness,stiff_neck,muscle_weakness,,,,,,,,,,,,,
hypothyroidism,dizziness,cold_hands_and_feets,brittle_nails,,,,,,,,,,,,,,
impetigo,skin_rash,yellow_crust_ooze,blister,red_sore_around_nose,high_fever,,,,,,,,,,,,
arthritis,painful_walking,muscle_weakness,swelling_joints,,,,,,,,,,,,,,
hypoglycemia,headache,irritability,palpitations,nausea,sweating,excessive_hunger,fatigue,blurred_and_distorted_vision,,,,,,,,,
malaria,nausea,high_fever,diarrhoea,,,,,,,,,,,,,,
hepatitis d,joint_pain,vomiting,dark_urine,yellowish_skin,,,,,,,,,,,,,
chicken pox,malaise,red_spots_over_body,high_fever,fatigue,lethargy,skin_rash,loss_of_appetite,headache,,,,,,,,,
(vertigo) paroymsal positional vertigo,spinning_movements,unsteadiness,vomiting,loss_of_balance,headache,nausea,,,,,,,,,,,
allergy,shivering,watering_from_eyes,continuous_sneezing,,,,,,,,,,,,,,
urinary tract infection,bladder_discomfort,foul_smell_of urine,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,
cervical spondylosis,loss_of_balance,back_pain,neck_pain,dizziness,weakness_in_limbs,,,,,,,,,,,,
acne,pus_filled_pimples,blackheads,skin_rash,,,,,,,,,,,,,,
drug reaction,stomach_pain,skin_rash,burning_micturition,itching,spotting_ urination,,,,,,,,,,,,
hepatitis c, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,
hypoglycemia,blurred_and_distorted_vision,anxiety,irritability,slurred_speech,palpitations,drying_and_tingling_lips,fatigue,,,,,,,,,,
pneumonia,fatigue,high_fever,chest_pain,malaise,fast_heart_rate,rusty_sputum,,,,,,,,,,,
drug reaction,itching,burning_micturition,skin_rash,stomach_pain,,,,,,,,,,,,,
hepatitis e,acute_liver_failure,coma,stomach_bleeding,high_fever,loss_of_appetite,yellowing_of_eyes,dark_urine,nausea,vomiting,,,,,,,,
urinary tract infection,continuous_feel_of_urine,bladder_discomfort,burning_micturition,,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),irritation_in_anus,pain_during_bowel_movements,constipation,,,,,,,,,,,,,,
jaundice,high_fever,yellowish_skin,fatigue,abdominal_pain,itching,weight_loss,vomiting,,,,,,,,,,
common cold,chest_pain,runny_nose,sinus_pressure,headache,phlegm,,,,,,,,,,,,
chronic cholestasis,abdominal_pain,vomiting,loss_of_appetite,yellowish_skin,,,,,,,,,,,,,
chronic cholestasis,abdominal_pain,yellowing_of_eyes,itching,nausea,vomiting,yellowish_skin,loss_of_appetite,,,,,,,,,,
psoriasis,skin_peeling,joint_pain,skin_rash,silver_like_dusting,small_dents_in_nails,,,,,,,,,,,,
hepatitis a,yellowish_skin,joint_pain,nausea,muscle_pain,,,,,,,,,,,,,
migraine,indigestion,acidity,depression,stiff_neck,visual_disturbances,excessive_hunger,headache,irritability,weakness_in_limbs,,,,,,,,
common cold,sinus_pressure,muscle_pain,redness_of_eyes,runny_nose,headache,continuous_sneezing,chills,,,,,,,,,,
migraine,acidity,blurred_and_distorted_vision,indigestion,irritability,depression,headache,stiff_neck,visual_disturbances,excessive_hunger,,,,,,,,
(vertigo) paroymsal positional vertigo,loss_of_balance,headache,spinning_movements,,,,,,,,,,,,,,
hypothyroidism,cold_hands_and_feets,depression,brittle_nails,lethargy,mood_swings,puffy_face_and_eyes,,,,,,,,,,,
hepatitis a,nausea,diarrhoea,mild_fever,yellowish_skin,joint_pain,loss_of_appetite,vomiting,,,,,,,,,,
gastroenteritis,sunken_eyes,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,
hepatitis b,yellowing_of_eyes,abdominal_pain,itching,yellow_urine,dark_urine,,,,,,,,,,,,
hepatitis b,lethargy,yellowing_of_eyes,itching,dark_urine,receiving_blood_transfusion,malaise,receiving_unsterile_injections,loss_of_appetite,,,,,,,,,
dengue,pain_behind_the_eyes,fatigue,nausea,skin_rash,,,,,,,,,,,,,
hyperthyroidism,diarrhoea,weight_loss,irritability,,,,,,,,,,,,,,
gerd,chest_pain,stomach_pain,acidity,vomiting,,,,,,,,,,,,,
hypertension,lack_of_concentration,loss_of_balance,dizziness,chest_pain,headache,,,,,,,,,,,,
osteoarthristis,swelling_joints,joint_pain,neck_pain,painful_walking,hip_joint_pain,knee_pain,,,,,,,,,,,
hypoglycemia,anxiety,palpitations,drying_and_tingling_lips,sweating,slurred_speech,blurred_and_distorted_vision,,,,,,,,,,,
psoriasis,silver_like_dusting,skin_rash,skin_peeling,joint_pain,,,,,,,,,,,,,
paralysis (brain hemorrhage),headache,weakness_of_one_body_side,vomiting,,,,,,,,,,,,,,
varicose veins, fatigue, cramps, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,
chicken pox,itching,mild_fever,high_fever,lethargy,,,,,,,,,,,,,
hypothyroidism,fatigue,weight_gain,mood_swings,,,,,,,,,,,,,,
psoriasis,skin_rash,small_dents_in_nails,joint_pain,stiff_neck,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,loss_of_balance,headache,vomiting,nausea,spinning_movements,unsteadiness,,,,,,,,,,,
jaundice,high_fever,weight_loss,abdominal_pain,yellowish_skin,dark_urine,vomiting,itching,fatigue,,,,,,,,,
hyperthyroidism,sweating,abnormal_menstruation,mood_swings,fast_heart_rate,irritability,diarrhoea,muscle_weakness,,,,,,,,,,
common cold,phlegm,throat_irritation,sinus_pressure,congestion,loss_of_smell,swelled_lymph_nodes,muscle_pain,redness_of_eyes,malaise,,,,,,,,
osteoarthristis,joint_pain,painful_walking,knee_pain,swelling_joints,,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,abnormal_menstruation,mood_swings,restlessness,weight_loss,diarrhoea,irritability,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,patches_in_throat,high_fever,,,,,,,,,,,,,
pneumonia,phlegm,breathlessness,chills,,,,,,,,,,,,,,
jaundice,abdominal_pain,yellowish_skin,weight_loss,fatigue,vomiting,high_fever,itching,,,,,,,,,,
hepatitis b,yellowish_skin,loss_of_appetite,dark_urine,malaise,lethargy,receiving_unsterile_injections,yellow_urine,itching,receiving_blood_transfusion,,,,,,,,
urinary tract infection,continuous_feel_of_urine,foul_smell_of urine,bladder_discomfort,burning_micturition,,,,,,,,,,,,,
hypertension,headache,chest_pain,loss_of_balance,dizziness,,,,,,,,,,,,,
hepatitis c,fatigue,yellowing_of_eyes,loss_of_appetite,yellowish_skin,nausea,family_history,depression,,,,,,,,,,
dimorphic hemmorhoids(piles),bloody_stool,constipation,irritation_in_anus,pain_in_anal_region,pain_during_bowel_movements,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,fatigue,receiving_unsterile_injections,abdominal_pain,yellow_urine,,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_during_bowel_movements,bloody_stool,constipation,irritation_in_anus,,,,,,,,,,,,,
hepatitis a,diarrhoea,nausea,loss_of_appetite,,,,,,,,,,,,,,
hepatitis d,abdominal_pain,nausea,yellowish_skin,,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_during_bowel_movements,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,,,
hepatitis a,mild_fever,muscle_pain,yellowing_of_eyes,yellowish_skin,abdominal_pain,joint_pain,dark_urine,diarrhoea,vomiting,,,,,,,,
(vertigo) paroymsal positional vertigo,nausea,spinning_movements,headache,vomiting,unsteadiness,loss_of_balance,,,,,,,,,,,
impetigo,blister,red_sore_around_nose,skin_rash,high_fever,yellow_crust_ooze,polyuria,,,,,,,,,,,
psoriasis,joint_pain,skin_peeling,silver_like_dusting,,,,,,,,,,,,,,
acne, skin_rash, pus_filled_pimples, scurring,,,,,,,,,,,,,,
hypoglycemia,drying_and_tingling_lips,palpitations,blurred_and_distorted_vision,headache,sweating,fatigue,excessive_hunger,depression,,,,,,,,,
osteoarthristis,neck_pain,knee_pain,joint_pain,,,,,,,,,,,,,,
typhoid,diarrhoea,belly_pain,vomiting,constipation,abdominal_pain,chills,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,headache,loss_of_balance,spinning_movements,unsteadiness,nausea,,,,,,,,,,,
gastroenteritis,vomiting,diarrhoea,sunken_eyes,dehydration,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_in_anal_region,bloody_stool,pain_during_bowel_movements,irritation_in_anus,constipation,,,,,,,,,,,,
hypothyroidism,depression,dizziness,cold_hands_and_feets,weight_gain,mood_swings,irritability,abnormal_menstruation,fatigue,brittle_nails,,,,,,,,
cervical spondylosis,weakness_in_limbs,dizziness,neck_pain,back_pain,loss_of_balance,,,,,,,,,,,,
pneumonia,phlegm,cough,malaise,sweating,high_fever,breathlessness,fast_heart_rate,chest_pain,fatigue,chills,,,,,,,
hepatitis c,fatigue,loss_of_appetite,yellowish_skin,family_history,,,,,,,,,,,,,
allergy,continuous_sneezing,shivering,watering_from_eyes,,,,,,,,,,,,,,
hypertension,dizziness,chest_pain,headache,loss_of_balance,,,,,,,,,,,,,
cervical spondylosis,back_pain,dizziness,neck_pain,,,,,,,,,,,,,,
psoriasis,small_dents_in_nails,skin_peeling,silver_like_dusting,inflammatory_nails,joint_pain,belly_pain,,,,,,,,,,,
psoriasis,skin_rash,joint_pain,silver_like_dusting,inflammatory_nails,skin_peeling,,,,,,,,,,,,
alcoholic hepatitis,abdominal_pain,fluid_overload,yellowish_skin,history_of_alcohol_consumption,swelling_of_stomach,vomiting,,,,,,,,,,,
malaria,headache,high_fever,chills,sweating,nausea,muscle_pain,diarrhoea,vomiting,yellow_crust_ooze,,,,,,,,
alcoholic hepatitis,fluid_overload,abdominal_pain,history_of_alcohol_consumption,distention_of_abdomen,vomiting,swelling_of_stomach,yellowish_skin,,,,,,,,,,
